id,demande_id,temps_attente_minutes,heure_demande,jour_semaine,canal_utilise,priorite
3819,3819,19,10,vendredi,physique,faible
3820,3820,5,15,mercredi,visio,faible
3821,3821,43,13,mardi,physique,urgente
3822,3822,19,17,mardi,numerique,faible
3823,3823,8,8,mercredi,numerique,faible
3824,3824,21,11,lundi,visio,urgente
3825,3825,17,8,jeudi,telephone,urgente
3826,3826,45,13,mercredi,visio,urgente
3827,3827,37,13,mardi,numerique,faible
3828,3828,7,8,mardi,telephone,urgente
3829,3829,35,12,mardi,visio,faible
3830,3830,37,14,mercredi,telephone,faible
3831,3831,9,16,lundi,visio,urgente
3832,3832,43,13,vendredi,physique,urgente
3833,3833,15,11,lundi,telephone,normale
3834,3834,13,18,mercredi,telephone,normale
3835,3835,11,9,jeudi,telephone,normale
3836,3836,4,15,lundi,telephone,urgente
3837,3837,17,12,mardi,visio,normale
3838,3838,38,14,vendredi,visio,normale
3839,3839,20,11,lundi,telephone,faible
3840,3840,19,11,mardi,visio,faible
3841,3841,15,9,jeudi,numerique,faible
3842,3842,19,17,lundi,physique,faible
3843,3843,31,14,lundi,numerique,normale
3844,3844,22,9,mardi,physique,normale
3845,3845,9,15,mercredi,physique,faible
3846,3846,10,8,jeudi,visio,faible
3847,3847,5,9,lundi,telephone,faible
3848,3848,39,14,mercredi,telephone,urgente
3849,3849,8,9,mardi,telephone,urgente
3850,3850,15,10,mercredi,telephone,faible
3851,3851,18,17,vendredi,numerique,faible
3852,3852,13,11,jeudi,telephone,urgente
3853,3853,19,8,mercredi,visio,normale
3854,3854,14,11,vendredi,telephone,normale
3855,3855,17,13,jeudi,physique,normale
3856,3856,34,13,mercredi,physique,faible
3857,3857,37,13,mardi,numerique,faible
3858,3858,9,18,jeudi,visio,normale
3859,3859,39,12,jeudi,visio,faible
3860,3860,24,13,jeudi,physique,faible
3861,3861,17,16,mercredi,numerique,normale
3862,3862,16,11,lundi,visio,urgente
3863,3863,15,10,mardi,telephone,faible
3864,3864,17,12,vendredi,numerique,urgente
3865,3865,6,9,mardi,numerique,urgente
3866,3866,6,10,lundi,visio,faible
3867,3867,7,11,jeudi,telephone,normale
3868,3868,10,9,jeudi,telephone,normale
3869,3869,8,15,vendredi,telephone,faible
3870,3870,19,16,vendredi,numerique,faible
3871,3871,30,14,jeudi,telephone,urgente
3872,3872,20,13,lundi,numerique,faible
3873,3873,40,12,mardi,physique,normale
3874,3874,20,12,mardi,numerique,normale
3875,3875,5,9,vendredi,telephone,faible
3876,3876,27,14,jeudi,telephone,urgente
3877,3877,16,17,lundi,numerique,urgente
3878,3878,8,16,jeudi,visio,normale
3879,3879,11,8,jeudi,numerique,urgente
3880,3880,11,17,mardi,numerique,faible
3881,3881,14,11,jeudi,visio,faible
3882,3882,23,13,vendredi,physique,normale
3883,3883,10,17,mardi,telephone,faible
3884,3884,23,13,mardi,visio,urgente
3885,3885,15,18,mardi,visio,faible
3886,3886,33,14,mercredi,physique,normale
3887,3887,12,15,lundi,numerique,normale
3888,3888,6,9,vendredi,physique,faible
3889,3889,12,8,mercredi,telephone,faible
3890,3890,38,12,lundi,visio,urgente
3891,3891,12,8,jeudi,telephone,faible
3892,3892,15,10,mardi,numerique,normale
3893,3893,5,16,jeudi,physique,faible
3894,3894,17,16,mardi,numerique,urgente
3895,3895,29,14,mercredi,physique,faible
3896,3896,35,13,jeudi,visio,normale
3897,3897,13,15,mercredi,physique,normale
3898,3898,18,16,mercredi,telephone,urgente
3899,3899,23,11,mardi,numerique,normale
3900,3900,3,16,lundi,telephone,normale
3901,3901,44,12,jeudi,visio,urgente
3902,3902,17,17,mercredi,telephone,urgente
3903,3903,11,17,mercredi,telephone,urgente
3904,3904,42,12,lundi,numerique,urgente
3905,3905,5,17,mercredi,physique,faible
3906,3906,3,18,lundi,physique,normale
3907,3907,8,17,mercredi,visio,urgente
3908,3908,16,16,mardi,visio,normale
3909,3909,11,11,mardi,physique,faible
3910,3910,32,12,vendredi,physique,normale
3911,3911,4,16,lundi,telephone,normale
3912,3912,13,16,vendredi,physique,faible
3913,3913,5,11,vendredi,visio,normale
3914,3914,8,9,mardi,visio,normale
3915,3915,16,15,jeudi,telephone,normale
3916,3916,26,12,vendredi,physique,urgente
3917,3917,39,12,mardi,physique,normale
3918,3918,35,13,mardi,telephone,faible
3919,3919,21,13,mercredi,visio,faible
3920,3920,17,12,vendredi,telephone,normale
3921,3921,3,18,mardi,visio,urgente
3922,3922,20,14,jeudi,numerique,faible
3923,3923,5,16,vendredi,physique,faible
3924,3924,5,15,mardi,visio,urgente
3925,3925,25,11,mercredi,physique,faible
3926,3926,7,11,vendredi,physique,urgente
3927,3927,8,17,lundi,physique,faible
3928,3928,19,14,jeudi,physique,normale
3929,3929,5,17,mercredi,physique,urgente
3930,3930,20,17,vendredi,visio,normale
3931,3931,16,17,lundi,visio,urgente
3932,3932,24,11,mercredi,numerique,faible
3933,3933,11,16,mardi,visio,urgente
3934,3934,4,18,vendredi,physique,normale
3935,3935,17,18,mardi,physique,normale
3936,3936,5,8,mercredi,physique,urgente
3937,3937,14,15,mardi,telephone,urgente
3938,3938,23,12,mercredi,numerique,faible
3939,3939,21,13,jeudi,numerique,urgente
3940,3940,43,14,vendredi,telephone,urgente
3941,3941,33,13,lundi,telephone,urgente
3942,3942,8,8,mardi,numerique,urgente
3943,3943,29,12,mercredi,visio,normale
3944,3944,8,16,mardi,telephone,faible
3945,3945,27,14,mardi,visio,urgente
3946,3946,39,13,vendredi,numerique,normale
3947,3947,25,14,mardi,visio,normale
3948,3948,5,8,vendredi,physique,urgente
3949,3949,12,8,jeudi,physique,faible
3950,3950,28,14,mardi,telephone,normale
3951,3951,8,17,mardi,visio,normale
3952,3952,3,18,mercredi,visio,urgente
3953,3953,12,10,mercredi,telephone,faible
3954,3954,13,10,mardi,numerique,urgente
3955,3955,20,16,mardi,physique,faible
3956,3956,18,14,mardi,telephone,normale
3957,3957,11,10,lundi,numerique,normale
3958,3958,25,9,jeudi,telephone,urgente
3959,3959,21,10,mardi,visio,faible
3960,3960,4,15,mardi,physique,urgente
3961,3961,18,14,mardi,physique,faible
3962,3962,18,11,mardi,numerique,normale
3963,3963,32,14,vendredi,numerique,faible
3964,3964,12,9,lundi,visio,normale
3965,3965,21,12,lundi,numerique,urgente
3966,3966,17,13,mardi,numerique,normale
3967,3967,17,14,lundi,numerique,faible
3968,3968,12,16,jeudi,numerique,faible
3969,3969,12,15,lundi,telephone,faible
3970,3970,20,17,mercredi,telephone,urgente
3971,3971,45,12,vendredi,numerique,normale
3972,3972,16,17,vendredi,numerique,faible
3973,3973,22,11,lundi,visio,faible
3974,3974,18,10,lundi,visio,normale
3975,3975,33,14,mercredi,physique,normale
3976,3976,18,14,mardi,physique,faible
3977,3977,39,13,jeudi,telephone,faible
3978,3978,15,16,mercredi,telephone,faible
3979,3979,25,14,mercredi,visio,normale
3980,3980,6,8,mardi,telephone,normale
3981,3981,15,9,mercredi,telephone,urgente
3982,3982,28,13,vendredi,telephone,faible
3983,3983,7,11,mercredi,visio,normale
3984,3984,15,17,mercredi,physique,faible
3985,3985,23,9,vendredi,physique,normale
3986,3986,43,12,jeudi,visio,urgente
3987,3987,21,13,lundi,visio,urgente
3988,3988,15,18,mardi,telephone,faible
3989,3989,9,11,vendredi,numerique,faible
3990,3990,3,15,mardi,telephone,urgente
3991,3991,12,10,vendredi,visio,urgente
3992,3992,10,17,vendredi,telephone,faible
3993,3993,25,9,lundi,telephone,faible
3994,3994,19,11,jeudi,numerique,faible
3995,3995,41,12,jeudi,visio,normale
3996,3996,3,8,vendredi,visio,normale
3997,3997,18,17,lundi,numerique,urgente
3998,3998,23,11,lundi,telephone,faible
3999,3999,20,15,vendredi,physique,urgente
4000,4000,9,16,mardi,visio,faible
4001,4001,21,11,lundi,physique,normale
4002,4002,4,15,mercredi,visio,urgente
4003,4003,10,16,lundi,visio,urgente
4004,4004,18,8,jeudi,physique,urgente
4005,4005,3,16,mardi,physique,faible
4006,4006,28,12,jeudi,telephone,urgente
4007,4007,30,13,mercredi,physique,urgente
4008,4008,38,13,lundi,physique,normale
4009,4009,14,11,vendredi,visio,normale
4010,4010,25,11,mercredi,numerique,normale
4011,4011,7,8,lundi,visio,urgente
4012,4012,17,10,mercredi,numerique,faible
4013,4013,6,10,jeudi,physique,normale
4014,4014,11,15,lundi,telephone,urgente
4015,4015,8,17,lundi,numerique,faible
4016,4016,18,10,vendredi,physique,faible
4017,4017,15,13,mardi,physique,normale
4018,4018,18,17,jeudi,numerique,normale
4019,4019,5,17,mercredi,physique,urgente
4020,4020,17,15,lundi,visio,urgente
4021,4021,29,12,mercredi,numerique,normale
4022,4022,38,12,vendredi,visio,faible
4023,4023,20,16,mercredi,numerique,normale
4024,4024,19,17,lundi,numerique,urgente
4025,4025,35,14,mardi,numerique,urgente
4026,4026,9,18,jeudi,telephone,normale
4027,4027,7,11,mercredi,visio,normale
4028,4028,17,10,mercredi,visio,normale
4029,4029,7,15,vendredi,physique,faible
4030,4030,10,10,mercredi,telephone,normale
4031,4031,17,9,jeudi,telephone,faible
4032,4032,22,11,lundi,physique,urgente
4033,4033,14,8,vendredi,numerique,urgente
4034,4034,24,9,vendredi,physique,urgente
4035,4035,26,14,jeudi,physique,urgente
4036,4036,7,8,vendredi,physique,urgente
4037,4037,14,11,vendredi,telephone,urgente
4038,4038,12,17,jeudi,physique,urgente
4039,4039,16,18,vendredi,numerique,urgente
4040,4040,6,8,lundi,visio,faible
4041,4041,25,10,mercredi,visio,normale
4042,4042,10,10,lundi,visio,urgente
4043,4043,33,12,jeudi,physique,urgente
4044,4044,23,10,jeudi,visio,faible
4045,4045,27,14,vendredi,telephone,faible
4046,4046,20,18,mardi,numerique,normale
4047,4047,41,14,mercredi,telephone,normale
4048,4048,20,11,vendredi,numerique,normale
4049,4049,11,17,mercredi,telephone,faible
4050,4050,17,12,jeudi,visio,urgente
4051,4051,10,10,lundi,numerique,urgente
4052,4052,24,14,jeudi,visio,urgente
4053,4053,18,17,vendredi,visio,normale
4054,4054,14,9,jeudi,numerique,normale
4055,4055,20,8,mercredi,telephone,normale
4056,4056,19,15,mardi,visio,faible
4057,4057,6,16,vendredi,telephone,urgente
4058,4058,44,13,mercredi,visio,normale
4059,4059,25,12,lundi,numerique,urgente
4060,4060,9,15,mardi,visio,faible
4061,4061,18,12,jeudi,telephone,normale
4062,4062,12,17,jeudi,numerique,normale
4063,4063,10,8,lundi,physique,urgente
4064,4064,20,16,mardi,telephone,normale
4065,4065,40,14,mardi,visio,faible
4066,4066,39,13,lundi,visio,normale
4067,4067,3,17,jeudi,telephone,normale
4068,4068,11,8,lundi,numerique,normale
4069,4069,6,16,jeudi,physique,faible
4070,4070,41,12,lundi,visio,normale
4071,4071,6,9,mercredi,visio,urgente
4072,4072,7,8,jeudi,numerique,faible
4073,4073,16,8,mardi,telephone,normale
4074,4074,34,14,lundi,numerique,normale
4075,4075,33,14,lundi,visio,normale
4076,4076,17,18,mardi,physique,urgente
4077,4077,17,9,mercredi,telephone,urgente
4078,4078,6,10,lundi,visio,normale
4079,4079,35,13,mercredi,telephone,urgente
4080,4080,5,16,mardi,telephone,urgente
4081,4081,34,13,mardi,physique,normale
4082,4082,4,18,jeudi,physique,urgente
4083,4083,7,17,lundi,visio,urgente
4084,4084,17,13,vendredi,physique,normale
4085,4085,34,14,lundi,telephone,urgente
4086,4086,12,11,mardi,telephone,normale
4087,4087,24,14,jeudi,visio,normale
4088,4088,14,8,vendredi,numerique,faible
4089,4089,13,15,jeudi,visio,urgente
4090,4090,4,17,lundi,physique,normale
4091,4091,41,13,vendredi,numerique,urgente
4092,4092,35,12,mercredi,physique,urgente
4093,4093,19,15,mercredi,telephone,urgente
4094,4094,7,16,vendredi,visio,urgente
4095,4095,5,18,mardi,telephone,faible
4096,4096,12,9,mardi,telephone,faible
4097,4097,16,11,mardi,visio,faible
4098,4098,20,8,jeudi,physique,faible
4099,4099,15,12,jeudi,numerique,urgente
4100,4100,10,9,jeudi,telephone,normale
4101,4101,15,16,mercredi,physique,faible
4102,4102,9,8,jeudi,physique,urgente
4103,4103,29,13,mercredi,visio,urgente
4104,4104,20,16,mercredi,physique,urgente
4105,4105,37,13,vendredi,physique,normale
4106,4106,34,13,vendredi,visio,faible
4107,4107,13,18,lundi,numerique,normale
4108,4108,12,16,lundi,physique,normale
4109,4109,39,13,lundi,physique,urgente
4110,4110,18,11,mardi,physique,urgente
4111,4111,18,11,mercredi,telephone,urgente
4112,4112,6,9,lundi,visio,normale
4113,4113,12,16,lundi,telephone,normale
4114,4114,11,17,jeudi,physique,urgente
4115,4115,25,10,vendredi,numerique,faible
4116,4116,17,18,vendredi,physique,normale
4117,4117,43,14,mardi,numerique,faible
4118,4118,11,9,mardi,telephone,urgente
4119,4119,10,16,lundi,telephone,faible
4120,4120,17,12,mardi,numerique,faible
4121,4121,36,12,vendredi,numerique,normale
4122,4122,11,17,mardi,numerique,urgente
4123,4123,8,15,lundi,numerique,normale
4124,4124,8,17,vendredi,physique,faible
4125,4125,42,12,jeudi,physique,urgente
4126,4126,22,11,vendredi,visio,urgente
4127,4127,15,15,mardi,visio,urgente
4128,4128,4,18,mercredi,visio,normale
4129,4129,12,8,jeudi,numerique,faible
4130,4130,5,8,jeudi,numerique,faible
4131,4131,33,14,jeudi,physique,urgente
4132,4132,18,8,jeudi,visio,urgente
4133,4133,44,13,lundi,visio,faible
4134,4134,20,16,mercredi,visio,faible
4135,4135,24,9,lundi,numerique,urgente
4136,4136,6,8,mardi,telephone,faible
4137,4137,5,15,lundi,telephone,faible
4138,4138,16,16,mercredi,telephone,normale
4139,4139,26,12,mardi,telephone,normale
4140,4140,23,11,jeudi,telephone,faible
4141,4141,34,12,mercredi,numerique,normale
4142,4142,25,10,jeudi,physique,normale
4143,4143,14,9,mardi,telephone,normale
4144,4144,37,12,mardi,telephone,faible
4145,4145,12,10,jeudi,physique,faible
4146,4146,20,10,mercredi,physique,normale
4147,4147,39,12,jeudi,telephone,urgente
4148,4148,17,16,mardi,physique,urgente
4149,4149,18,11,lundi,physique,urgente
4150,4150,24,9,jeudi,numerique,faible
4151,4151,37,13,mardi,physique,faible
4152,4152,17,16,vendredi,numerique,normale
4153,4153,24,13,lundi,physique,faible
4154,4154,12,11,lundi,visio,faible
4155,4155,6,16,vendredi,visio,normale
4156,4156,13,15,vendredi,visio,normale
4157,4157,24,13,vendredi,numerique,faible
4158,4158,7,16,mardi,telephone,faible
4159,4159,17,10,vendredi,visio,normale
4160,4160,18,17,lundi,numerique,normale
4161,4161,18,8,mercredi,numerique,urgente
4162,4162,12,18,vendredi,telephone,urgente
4163,4163,6,8,jeudi,telephone,urgente
4164,4164,13,9,lundi,physique,normale
4165,4165,10,16,mardi,numerique,urgente
4166,4166,23,11,lundi,physique,urgente
4167,4167,11,17,mardi,physique,urgente
4168,4168,19,8,mercredi,telephone,urgente
4169,4169,12,18,mardi,numerique,urgente
4170,4170,28,13,mercredi,visio,normale
4171,4171,19,18,lundi,numerique,faible
4172,4172,12,8,mardi,physique,faible
4173,4173,13,10,mardi,physique,urgente
4174,4174,10,18,mercredi,visio,normale
4175,4175,10,8,mercredi,physique,faible
4176,4176,16,12,vendredi,telephone,normale
4177,4177,18,18,vendredi,telephone,faible
4178,4178,13,10,mardi,telephone,faible
4179,4179,15,13,mardi,numerique,normale
4180,4180,25,10,vendredi,telephone,urgente
4181,4181,30,14,jeudi,numerique,normale
4182,4182,13,8,mercredi,telephone,faible
4183,4183,18,15,vendredi,physique,normale
4184,4184,12,9,jeudi,numerique,normale
4185,4185,8,16,mardi,physique,faible
4186,4186,17,13,mercredi,physique,urgente
4187,4187,17,18,lundi,visio,urgente
4188,4188,36,13,vendredi,physique,faible
4189,4189,40,14,mercredi,numerique,faible
4190,4190,14,17,vendredi,telephone,urgente
4191,4191,8,11,jeudi,physique,normale
4192,4192,17,16,mercredi,numerique,normale
4193,4193,32,14,jeudi,physique,normale
4194,4194,18,18,lundi,physique,urgente
4195,4195,30,14,mardi,numerique,urgente
4196,4196,15,15,mercredi,visio,normale
4197,4197,40,14,lundi,visio,faible
4198,4198,19,10,vendredi,visio,urgente
4199,4199,27,12,mardi,numerique,urgente
4200,4200,7,11,lundi,visio,normale
4201,4201,9,16,vendredi,physique,urgente
4202,4202,7,9,mardi,numerique,urgente
4203,4203,18,14,vendredi,telephone,urgente
4204,4204,24,11,vendredi,numerique,normale
4205,4205,20,16,mercredi,telephone,faible
4206,4206,21,9,mardi,visio,faible
4207,4207,8,9,mercredi,numerique,normale
4208,4208,20,9,vendredi,physique,faible
4209,4209,11,9,mardi,numerique,urgente
4210,4210,36,14,mercredi,visio,urgente
4211,4211,14,17,lundi,numerique,faible
4212,4212,23,13,jeudi,telephone,urgente
4213,4213,13,18,mercredi,numerique,normale
4214,4214,9,15,jeudi,physique,faible
4215,4215,29,14,jeudi,numerique,urgente
4216,4216,15,17,vendredi,visio,faible
4217,4217,17,10,mardi,numerique,normale
4218,4218,12,15,mercredi,physique,urgente
4219,4219,5,11,mercredi,telephone,faible
4220,4220,10,11,vendredi,telephone,normale
4221,4221,20,13,vendredi,visio,normale
4222,4222,13,9,vendredi,visio,urgente
4223,4223,18,9,jeudi,numerique,normale
4224,4224,6,9,mardi,physique,urgente
4225,4225,20,9,vendredi,visio,urgente
4226,4226,21,14,mardi,visio,normale
4227,4227,25,11,vendredi,numerique,faible
4228,4228,21,10,vendredi,visio,faible
4229,4229,40,12,lundi,visio,faible
4230,4230,8,11,mercredi,physique,faible
4231,4231,4,16,mercredi,numerique,urgente
4232,4232,18,8,mercredi,telephone,normale
4233,4233,18,10,jeudi,physique,normale
4234,4234,42,14,mardi,telephone,faible
4235,4235,41,14,jeudi,numerique,normale
4236,4236,24,9,lundi,telephone,urgente
4237,4237,16,8,vendredi,physique,urgente
4238,4238,19,17,mardi,numerique,urgente
4239,4239,41,12,jeudi,physique,urgente
4240,4240,15,15,mercredi,telephone,normale
4241,4241,15,14,mercredi,visio,faible
4242,4242,44,12,lundi,physique,urgente
4243,4243,7,15,mardi,visio,normale
4244,4244,25,12,jeudi,visio,urgente
4245,4245,38,13,mardi,telephone,normale
4246,4246,8,11,vendredi,physique,urgente
4247,4247,10,17,mercredi,telephone,faible
4248,4248,24,10,mardi,visio,normale
4249,4249,17,14,lundi,numerique,normale
4250,4250,38,14,vendredi,telephone,urgente
4251,4251,7,18,vendredi,physique,faible
4252,4252,9,17,vendredi,visio,normale
4253,4253,34,13,mardi,telephone,normale
4254,4254,25,13,mardi,numerique,normale
4255,4255,41,12,mardi,physique,urgente
4256,4256,16,15,jeudi,numerique,urgente
4257,4257,40,12,jeudi,physique,normale
4258,4258,5,17,mercredi,numerique,normale
4259,4259,18,16,mercredi,numerique,urgente
4260,4260,19,17,mardi,telephone,faible
4261,4261,24,9,vendredi,physique,urgente
4262,4262,35,13,mercredi,visio,normale
4263,4263,5,16,vendredi,numerique,urgente
4264,4264,25,9,jeudi,physique,faible
4265,4265,9,8,mardi,physique,urgente
4266,4266,6,16,mardi,visio,normale
4267,4267,23,9,vendredi,visio,faible
4268,4268,23,11,mardi,numerique,urgente
4269,4269,24,13,jeudi,visio,normale
4270,4270,17,14,lundi,numerique,normale
4271,4271,25,9,jeudi,visio,normale
4272,4272,25,9,lundi,numerique,normale
4273,4273,15,16,mardi,telephone,urgente
4274,4274,9,16,mardi,numerique,normale
4275,4275,3,8,mardi,numerique,normale
4276,4276,8,11,mardi,numerique,normale
4277,4277,41,13,mardi,telephone,faible
4278,4278,6,9,vendredi,visio,faible
4279,4279,20,11,mardi,numerique,faible
4280,4280,9,10,lundi,visio,faible
4281,4281,13,17,lundi,numerique,normale
4282,4282,43,14,mercredi,numerique,normale
4283,4283,31,13,jeudi,visio,urgente
4284,4284,3,15,mardi,numerique,urgente
4285,4285,19,16,mardi,visio,faible
4286,4286,36,13,lundi,visio,urgente
4287,4287,18,16,vendredi,physique,faible
4288,4288,33,12,mercredi,numerique,faible
4289,4289,12,9,mardi,numerique,urgente
4290,4290,30,12,mardi,telephone,urgente
4291,4291,15,15,mardi,visio,faible
4292,4292,20,18,jeudi,numerique,normale
4293,4293,32,13,lundi,visio,normale
4294,4294,22,11,vendredi,visio,normale
4295,4295,12,18,jeudi,physique,faible
4296,4296,14,18,vendredi,telephone,faible
4297,4297,8,17,lundi,telephone,faible
4298,4298,14,17,vendredi,physique,faible
4299,4299,5,11,vendredi,numerique,normale
4300,4300,6,18,vendredi,physique,faible
4301,4301,42,12,vendredi,telephone,faible
4302,4302,19,17,mercredi,telephone,faible
4303,4303,13,16,lundi,physique,urgente
4304,4304,19,17,mardi,telephone,urgente
4305,4305,40,12,mardi,physique,faible
4306,4306,13,17,mardi,numerique,urgente
4307,4307,36,14,jeudi,visio,urgente
4308,4308,4,8,jeudi,numerique,normale
4309,4309,9,16,jeudi,numerique,faible
4310,4310,16,15,jeudi,telephone,urgente
4311,4311,18,13,jeudi,numerique,faible
4312,4312,37,13,lundi,visio,normale
4313,4313,4,18,lundi,visio,normale
4314,4314,14,17,mercredi,telephone,normale
4315,4315,20,8,mardi,physique,faible
4316,4316,24,9,mardi,telephone,faible
4317,4317,10,11,lundi,telephone,faible
4318,4318,33,13,lundi,physique,faible
